season,as_of_date,referee,window,matches_used,fouls_avg,home_fouls_avg,away_fouls_avg,yellow_avg,red_avg
2022-23,2023-02-03,S Attwell,10,10,19.9,10.8,9.1,3.6,0.1
2022-23,2023-02-11,S Attwell,3,3,20.333333333333332,11.0,9.333333333333334,4.0,0.0
2022-23,2023-02-11,S Attwell,5,5,18.8,10.6,8.2,3.8,0.0
2022-23,2023-02-11,S Attwell,10,10,18.2,9.3,8.9,3.6,0.0
2022-23,2023-02-19,S Attwell,3,3,21.333333333333332,11.0,10.333333333333334,4.0,0.0
2022-23,2023-02-19,S Attwell,5,5,19.8,11.4,8.4,3.4,0.0
2022-23,2023-02-19,S Attwell,10,10,18.3,9.3,9.0,3.8,0.0
2022-23,2023-02-26,S Attwell,3,3,18.666666666666668,9.0,9.666666666666666,4.0,0.0
2022-23,2023-02-26,S Attwell,5,5,19.8,10.4,9.4,3.8,0.0
2022-23,2023-02-26,S Attwell,10,10,18.5,9.5,9.0,3.8,0.0
2022-23,2023-03-04,S Attwell,3,3,17.333333333333332,8.333333333333334,9.0,3.3333333333333335,0.0
2022-23,2023-03-04,S Attwell,5,5,19.6,9.8,9.8,4.0,0.0
2022-23,2023-03-04,S Attwell,10,10,18.2,9.4,8.8,4.0,0.0
2022-23,2023-03-19,S Attwell,3,3,17.333333333333332,8.0,9.333333333333334,3.0,0.0
2022-23,2023-03-19,S Attwell,5,5,17.6,8.2,9.4,3.2,0.0
2022-23,2023-03-19,S Attwell,10,10,18.9,9.7,9.2,3.6,0.0
2022-23,2023-04-02,S Attwell,3,3,17.333333333333332,7.333333333333333,10.0,1.3333333333333333,0.0
2022-23,2023-04-02,S Attwell,5,5,18.0,8.2,9.8,2.2,0.0
2022-23,2023-04-02,S Attwell,10,10,18.4,9.4,9.0,3.0,0.0
2022-23,2023-04-08,S Attwell,3,3,22.666666666666668,10.333333333333334,12.333333333333334,1.6666666666666667,0.0
2022-23,2023-04-08,S Attwell,5,5,20.4,9.4,11.0,2.6,0.0
2022-23,2023-04-08,S Attwell,10,10,20.1,10.4,9.7,3.0,0.0
2022-23,2023-05-03,S Attwell,3,3,22.666666666666668,11.0,11.666666666666666,1.3333333333333333,0.0
2022-23,2023-05-03,S Attwell,5,5,20.0,9.4,10.6,1.6,0.0
2022-23,2023-05-03,S Attwell,10,10,19.9,9.9,10.0,2.7,0.0
2022-23,2023-05-06,S Attwell,3,3,25.666666666666668,15.0,10.666666666666666,3.3333333333333335,0.0
2022-23,2023-05-06,S Attwell,5,5,23.0,12.2,10.8,2.2,0.0
2022-23,2023-05-06,S Attwell,10,10,21.3,11.0,10.3,3.1,0.0
2022-23,2023-05-25,S Attwell,3,3,21.666666666666668,14.0,7.666666666666667,2.6666666666666665,0.0
2022-23,2023-05-25,S Attwell,5,5,23.0,13.0,10.0,2.4,0.0
2022-23,2023-05-25,S Attwell,10,10,20.3,10.6,9.7,2.8,0.0
2022-23,2023-05-28,S Attwell,3,3,23.333333333333332,14.333333333333334,9.0,4.0,0.0
2022-23,2023-05-28,S Attwell,5,5,23.6,13.6,10.0,3.2,0.0
2022-23,2023-05-28,S Attwell,10,10,20.8,10.9,9.9,2.7,0.0
2022-23,2022-08-06,S Hooper,3,1,23.0,9.0,14.0,3.0,0.0
2022-23,2022-08-06,S Hooper,5,1,23.0,9.0,14.0,3.0,0.0
2022-23,2022-08-06,S Hooper,10,1,23.0,9.0,14.0,3.0,0.0
2022-23,2022-08-20,S Hooper,3,2,20.5,9.5,11.0,3.5,0.0
2022-23,2022-08-20,S Hooper,5,2,20.5,9.5,11.0,3.5,0.0
2022-23,2022-08-20,S Hooper,10,2,20.5,9.5,11.0,3.5,0.0
2022-23,2022-08-30,S Hooper,3,3,20.0,10.0,10.0,3.3333333333333335,0.0
2022-23,2022-08-30,S Hooper,5,3,20.0,10.0,10.0,3.3333333333333335,0.0
2022-23,2022-08-30,S Hooper,10,3,20.0,10.0,10.0,3.3333333333333335,0.0
2022-23,2022-09-03,S Hooper,3,3,16.666666666666668,9.333333333333334,7.333333333333333,3.0,0.0
2022-23,2022-09-03,S Hooper,5,4,18.25,9.25,9.0,3.0,0.0
2022-23,2022-09-03,S Hooper,10,4,18.25,9.25,9.0,3.0,0.0
2022-23,2022-09-17,S Hooper,3,3,16.666666666666668,9.0,7.666666666666667,2.6666666666666665,0.0
2022-23,2022-09-17,S Hooper,5,5,18.2,9.2,9.0,3.0,0.0
2022-23,2022-09-17,S Hooper,10,5,18.2,9.2,9.0,3.0,0.0
2022-23,2022-10-08,S Hooper,3,3,15.666666666666666,8.0,7.666666666666667,2.3333333333333335,0.0
2022-23,2022-10-08,S Hooper,5,5,16.8,9.0,7.8,2.8,0.0
2022-23,2022-10-08,S Hooper,10,6,17.833333333333332,9.0,8.833333333333334,2.8333333333333335,0.0
2022-23,2022-10-19,S Hooper,3,3,16.0,8.0,8.0,2.0,0.0
2022-23,2022-10-19,S Hooper,5,5,16.0,8.4,7.6,2.2,0.0
2022-23,2022-10-19,S Hooper,10,7,17.285714285714285,8.714285714285714,8.571428571428571,2.5714285714285716,0.0
2022-23,2022-10-22,S Hooper,3,3,20.0,10.333333333333334,9.666666666666666,3.3333333333333335,0.0
2022-23,2022-10-22,S Hooper,5,5,18.2,9.4,8.8,3.0,0.0
2022-23,2022-10-22,S Hooper,10,8,18.875,9.625,9.25,3.125,0.0
2022-23,2022-10-30,S Hooper,3,3,20.333333333333332,10.666666666666666,9.666666666666666,3.0,0.0
2022-23,2022-10-30,S Hooper,5,5,19.0,9.8,9.2,2.8,0.0
2022-23,2022-10-30,S Hooper,10,9,18.666666666666668,9.555555555555555,9.11111111111111,2.888888888888889,0.0
2022-23,2022-11-12,S Hooper,3,3,21.0,11.0,10.0,3.3333333333333335,0.0
2022-23,2022-11-12,S Hooper,5,5,18.6,9.6,9.0,2.6,0.0
2022-23,2022-11-12,S Hooper,10,10,18.4,9.4,9.0,2.8,0.0
2022-23,2022-12-27,S Hooper,3,3,17.0,8.333333333333334,8.666666666666666,1.0,0.0
2022-23,2022-12-27,S Hooper,5,5,19.0,9.6,9.4,2.2,0.0
2022-23,2022-12-27,S Hooper,10,10,17.9,9.3,8.6,2.5,0.0
2022-23,2022-12-31,S Hooper,3,3,22.0,9.666666666666666,12.333333333333334,3.3333333333333335,0.0
2022-23,2022-12-31,S Hooper,5,5,22.6,10.8,11.8,3.6,0.0
2022-23,2022-12-31,S Hooper,10,10,19.3,9.6,9.7,2.9,0.0
2022-23,2023-01-14,S Hooper,3,3,22.333333333333332,10.333333333333334,12.0,3.3333333333333335,0.0
2022-23,2023-01-14,S Hooper,5,5,20.0,9.6,10.4,2.6,0.0
2022-23,2023-01-14,S Hooper,10,10,19.1,9.5,9.6,2.8,0.0
2022-23,2023-01-19,S Hooper,3,3,24.333333333333332,11.0,13.333333333333334,4.333333333333333,0.0
2022-23,2023-01-19,S Hooper,5,5,21.4,9.8,11.6,3.0,0.0
2022-23,2023-01-19,S Hooper,10,10,20.2,9.8,10.4,2.9,0.0
2022-23,2023-02-08,S Hooper,3,3,19.666666666666668,9.0,10.666666666666666,3.0,0.0
2022-23,2023-02-08,S Hooper,5,5,21.8,9.6,12.2,3.4,0.0
2022-23,2023-02-08,S Hooper,10,10,20.2,9.6,10.6,3.0,0.0
2022-23,2023-02-13,S Hooper,3,3,22.0,8.333333333333334,13.666666666666666,3.6666666666666665,0.0
2022-23,2023-02-13,S Hooper,5,5,23.0,9.6,13.4,4.2,0.0
2022-23,2023-02-13,S Hooper,10,10,21.0,9.6,11.4,3.2,0.0
2022-23,2023-02-18,S Hooper,3,3,19.666666666666668,9.333333333333334,10.333333333333334,3.6666666666666665,0.0
2022-23,2023-02-18,S Hooper,5,5,20.0,9.6,10.4,3.2,0.0
2022-23,2023-02-18,S Hooper,10,10,21.3,10.2,11.1,3.4,0.0
2022-23,2023-03-04,S Hooper,3,3,20.666666666666668,9.666666666666666,11.0,4.333333333333333,0.0
2022-23,2023-03-04,S Hooper,5,5,20.8,9.2,11.6,4.0,0.0
2022-23,2023-03-04,S Hooper,10,10,20.4,9.4,11.0,3.3,0.0
2022-23,2023-03-11,S Hooper,3,3,20.333333333333332,10.666666666666666,9.666666666666666,4.0,0.0
2022-23,2023-03-11,S Hooper,5,5,20.6,9.4,11.2,4.0,0.0
2022-23,2023-03-11,S Hooper,10,10,21.0,9.6,11.4,3.5,0.0
2022-23,2023-03-18,S Hooper,3,3,21.666666666666668,10.666666666666666,11.0,3.6666666666666665,0.0
2022-23,2023-03-18,S Hooper,5,5,21.2,10.6,10.6,3.6,0.0
2022-23,2023-03-18,S Hooper,10,10,21.5,10.1,11.4,3.5,0.0
2022-23,2023-04-01,S Hooper,3,3,21.666666666666668,11.0,10.666666666666666,2.3333333333333335,0.0
2022-23,2023-04-01,S Hooper,5,5,20.6,10.8,9.8,3.2,0.0
2022-23,2023-04-01,S Hooper,10,10,21.8,10.2,11.6,3.7,0.0
2022-23,2023-04-09,S Hooper,3,3,20.333333333333332,11.0,9.333333333333334,2.6666666666666665,0.0
2022-23,2023-04-09,S Hooper,5,5,21.0,10.4,10.6,3.4,0.0
2022-23,2023-04-09,S Hooper,10,10,20.5,10.0,10.5,3.3,0.0
2022-23,2023-04-16,S Hooper,3,3,19.333333333333332,9.666666666666666,9.666666666666666,3.3333333333333335,0.0
2022-23,2023-04-16,S Hooper,5,5,20.4,10.6,9.8,3.0,0.0
2022-23,2023-04-16,S Hooper,10,10,20.6,9.9,10.7,3.5,0.0
2022-23,2023-04-21,S Hooper,3,3,20.333333333333332,10.0,10.333333333333334,4.666666666666667,0.0
2022-23,2023-04-21,S Hooper,5,5,20.6,10.4,10.2,3.6,0.0
2022-23,2023-04-21,S Hooper,10,10,20.6,9.9,10.7,3.8,0.0
2022-23,2023-04-30,S Hooper,3,3,20.333333333333332,9.333333333333334,11.0,4.666666666666667,0.0
2022-23,2023-04-30,S Hooper,5,5,20.2,9.6,10.6,4.0,0.0
2022-23,2023-04-30,S Hooper,10,10,20.7,10.1,10.6,3.8,0.0
2022-23,2023-05-08,S Hooper,3,3,22.333333333333332,10.0,12.333333333333334,5.333333333333333,0.0
2022-23,2023-05-08,S Hooper,5,5,20.8,10.0,10.8,4.8,0.0
2022-23,2023-05-08,S Hooper,10,10,20.7,10.4,10.3,4.0,0.0
2022-23,2023-05-13,S Hooper,3,3,24.333333333333332,12.0,12.333333333333334,5.0,0.3333333333333333
2022-23,2023-05-13,S Hooper,5,5,23.0,11.0,12.0,5.0,0.2
2022-23,2023-05-13,S Hooper,10,10,22.0,10.7,11.3,4.2,0.1
2022-23,2023-05-24,S Hooper,3,3,27.0,14.333333333333334,12.666666666666666,4.666666666666667,0.3333333333333333
2022-23,2023-05-24,S Hooper,5,5,24.8,12.4,12.4,4.8,0.2
2022-23,2023-05-24,S Hooper,10,10,22.6,11.5,11.1,3.9,0.1
2022-23,2023-05-28,S Hooper,3,3,25.0,13.333333333333334,11.666666666666666,3.3333333333333335,0.3333333333333333
2022-23,2023-05-28,S Hooper,5,5,23.6,12.0,11.6,4.0,0.2
2022-23,2023-05-28,S Hooper,10,10,22.1,11.2,10.9,3.8,0.1
2022-23,2022-08-30,T Bramall,3,1,20.0,9.0,11.0,3.0,0.0
2022-23,2022-08-30,T Bramall,5,1,20.0,9.0,11.0,3.0,0.0
2022-23,2022-08-30,T Bramall,10,1,20.0,9.0,11.0,3.0,0.0
2022-23,2022-10-01,T Bramall,3,2,20.5,10.0,10.5,3.0,0.0
2022-23,2022-10-01,T Bramall,5,2,20.5,10.0,10.5,3.0,0.0
2022-23,2022-10-01,T Bramall,10,2,20.5,10.0,10.5,3.0,0.0
2022-23,2022-10-15,T Bramall,3,3,23.666666666666668,12.333333333333334,11.333333333333334,3.3333333333333335,0.0
2022-23,2022-10-15,T Bramall,5,3,23.666666666666668,12.333333333333334,11.333333333333334,3.3333333333333335,0.0
2022-23,2022-10-15,T Bramall,10,3,23.666666666666668,12.333333333333334,11.333333333333334,3.3333333333333335,0.0
2022-23,2023-01-04,T Bramall,3,3,27.333333333333332,14.0,13.333333333333334,3.6666666666666665,0.0
2022-23,2023-01-04,T Bramall,5,4,25.5,12.75,12.75,3.5,0.0
2022-23,2023-01-04,T Bramall,10,4,25.5,12.75,12.75,3.5,0.0
2022-23,2023-01-21,T Bramall,3,3,26.333333333333332,13.333333333333334,13.0,3.0,0.0
2022-23,2023-01-21,T Bramall,5,5,24.0,12.0,12.0,3.0,0.0
2022-23,2023-01-21,T Bramall,10,5,24.0,12.0,12.0,3.0,0.0
2022-23,2023-04-25,T Bramall,3,3,24.333333333333332,9.666666666666666,14.666666666666666,3.3333333333333335,0.0
2022-23,2023-04-25,T Bramall,5,5,24.8,11.4,13.4,3.4,0.0
2022-23,2023-04-25,T Bramall,10,6,24.0,11.0,13.0,3.3333333333333335,0.0
2022-23,2023-05-13,T Bramall,3,3,23.666666666666668,10.666666666666666,13.0,2.6666666666666665,0.0
2022-23,2023-05-13,T Bramall,5,5,26.4,12.6,13.8,3.2,0.0
2022-23,2023-05-13,T Bramall,10,7,24.714285714285715,11.857142857142858,12.857142857142858,3.142857142857143,0.0
2022-23,2023-05-28,T Bramall,3,3,25.0,10.666666666666666,14.333333333333334,3.0,0.0
2022-23,2023-05-28,T Bramall,5,5,24.8,11.0,13.8,2.8,0.0
2022-23,2023-05-28,T Bramall,10,8,24.375,11.5,12.875,3.0,0.0
2022-23,2022-08-13,T Harrington,3,1,22.0,10.0,12.0,4.0,0.0
2022-23,2022-08-13,T Harrington,5,1,22.0,10.0,12.0,4.0,0.0
2022-23,2022-08-13,T Harrington,10,1,22.0,10.0,12.0,4.0,0.0
2022-23,2022-09-04,T Harrington,3,2,18.0,8.0,10.0,3.0,0.0
2022-23,2022-09-04,T Harrington,5,2,18.0,8.0,10.0,3.0,0.0
2022-23,2022-09-04,T Harrington,10,2,18.0,8.0,10.0,3.0,0.0
2022-23,2022-09-16,T Harrington,3,3,20.666666666666668,9.666666666666666,11.0,3.3333333333333335,0.0
2022-23,2022-09-16,T Harrington,5,3,20.666666666666668,9.666666666666666,11.0,3.3333333333333335,0.0
2022-23,2022-09-16,T Harrington,10,3,20.666666666666668,9.666666666666666,11.0,3.3333333333333335,0.0
2022-23,2022-10-08,T Harrington,3,3,21.0,9.333333333333334,11.666666666666666,3.0,0.0
2022-23,2022-10-08,T Harrington,5,4,21.25,9.5,11.75,3.25,0.0
2022-23,2022-10-08,T Harrington,10,4,21.25,9.5,11.75,3.25,0.0
2022-23,2022-10-19,T Harrington,3,3,23.333333333333332,10.333333333333334,13.0,4.333333333333333,0.0
2022-23,2022-10-19,T Harrington,5,5,21.2,9.4,11.8,3.8,0.0
2022-23,2022-10-19,T Harrington,10,5,21.2,9.4,11.8,3.8,0.0
2022-23,2022-11-05,T Harrington,3,3,23.333333333333332,11.333333333333334,12.0,4.333333333333333,0.0
2022-23,2022-11-05,T Harrington,5,5,22.0,10.6,11.4,3.8,0.0
2022-23,2022-11-05,T Harrington,10,6,22.0,10.5,11.5,3.8333333333333335,0.0
2022-23,2023-03-04,T Robinson,3,1,29.0,11.0,18.0,2.0,0.0
2022-23,2023-03-04,T Robinson,5,1,29.0,11.0,18.0,2.0,0.0
2022-23,2023-03-04,T Robinson,10,1,29.0,11.0,18.0,2.0,0.0
2022-23,2023-04-01,T Robinson,3,2,28.5,11.5,17.0,4.5,0.0
2022-23,2023-04-01,T Robinson,5,2,28.5,11.5,17.0,4.5,0.0
2022-23,2023-04-01,T Robinson,10,2,28.5,11.5,17.0,4.5,0.0
2023-24,2023-08-12,A Madley,3,1,29.0,12.0,17.0,8.0,0.0
2023-24,2023-08-12,A Madley,5,1,29.0,12.0,17.0,8.0,0.0
2023-24,2023-08-12,A Madley,10,1,29.0,12.0,17.0,8.0,0.0
2023-24,2023-08-19,A Madley,3,2,27.0,13.0,14.0,8.5,0.5
2023-24,2023-08-19,A Madley,5,2,27.0,13.0,14.0,8.5,0.5
2023-24,2023-08-19,A Madley,10,2,27.0,13.0,14.0,8.5,0.5
2023-24,2023-09-02,A Madley,3,3,26.0,12.333333333333334,13.666666666666666,6.666666666666667,0.3333333333333333
2023-24,2023-09-02,A Madley,5,3,26.0,12.333333333333334,13.666666666666666,6.666666666666667,0.3333333333333333
2023-24,2023-09-02,A Madley,10,3,26.0,12.333333333333334,13.666666666666666,6.666666666666667,0.3333333333333333
2023-24,2023-09-16,A Madley,3,3,22.333333333333332,10.666666666666666,11.666666666666666,5.666666666666667,0.3333333333333333
2023-24,2023-09-16,A Madley,5,4,24.0,11.0,13.0,6.25,0.25
2023-24,2023-09-16,A Madley,10,4,24.0,11.0,13.0,6.25,0.25
2023-24,2023-09-30,A Madley,3,3,27.333333333333332,12.333333333333334,15.0,5.333333333333333,0.0
2023-24,2023-09-30,A Madley,5,5,27.2,12.6,14.6,6.6,0.2
2023-24,2023-09-30,A Madley,10,5,27.2,12.6,14.6,6.6,0.2
2023-24,2023-10-07,A Madley,3,3,28.333333333333332,12.0,16.333333333333332,6.0,0.0
2023-24,2023-10-07,A Madley,5,5,26.8,12.2,14.6,6.0,0.2
2023-24,2023-10-07,A Madley,10,6,27.166666666666668,12.166666666666666,15.0,6.333333333333333,0.16666666666666666
2023-24,2023-10-27,A Madley,3,3,32.333333333333336,16.0,16.333333333333332,5.333333333333333,0.0
2023-24,2023-10-27,A Madley,5,5,27.8,13.2,14.6,4.8,0.0
2023-24,2023-10-27,A Madley,10,7,27.571428571428573,13.142857142857142,14.428571428571429,5.857142857142857,0.14285714285714285
2023-24,2023-11-05,A Madley,3,3,25.666666666666668,12.0,13.666666666666666,3.3333333333333335,0.0
2023-24,2023-11-05,A Madley,5,5,27.0,12.4,14.6,4.6,0.0
2023-24,2023-11-05,A Madley,10,8,26.625,12.375,14.25,5.375,0.125
2023-24,2023-11-25,A Madley,3,3,21.333333333333332,10.666666666666666,10.666666666666666,3.3333333333333335,0.0
2023-24,2023-11-25,A Madley,5,5,26.2,12.2,14.0,4.6,0.0
2023-24,2023-11-25,A Madley,10,9,25.22222222222222,11.666666666666666,13.555555555555555,5.333333333333333,0.1111111111111111
2023-24,2023-12-09,A Madley,3,3,22.666666666666668,10.0,12.666666666666666,4.666666666666667,0.3333333333333333
2023-24,2023-12-09,A Madley,5,5,25.0,11.8,13.2,4.4,0.2
2023-24,2023-12-09,A Madley,10,10,26.1,12.2,13.9,5.5,0.2
2023-24,2023-12-16,A Madley,3,3,23.666666666666668,10.666666666666666,13.0,5.333333333333333,0.3333333333333333
2023-24,2023-12-16,A Madley,5,5,24.2,11.6,12.6,4.2,0.2
2023-24,2023-12-16,A Madley,10,10,25.5,11.9,13.6,5.1,0.2
2023-24,2023-12-27,A Madley,3,3,25.333333333333332,10.333333333333334,15.0,4.333333333333333,0.3333333333333333
2023-24,2023-12-27,A Madley,5,5,22.0,8.8,13.2,4.0,0.2
2023-24,2023-12-27,A Madley,10,10,24.9,11.0,13.9,4.4,0.1
2023-24,2024-01-21,A Madley,3,3,21.0,7.666666666666667,13.333333333333334,3.0,0.0
2023-24,2024-01-21,A Madley,5,5,22.2,9.2,13.0,4.2,0.2
2023-24,2024-01-21,A Madley,10,10,24.6,10.8,13.8,4.4,0.1
2023-24,2024-02-04,A Madley,3,3,18.333333333333332,8.0,10.333333333333334,2.0,0.0
2023-24,2024-02-04,A Madley,5,5,22.4,10.0,12.4,3.4,0.2
2023-24,2024-02-04,A Madley,10,10,24.3,11.1,13.2,4.0,0.1
2023-24,2024-02-17,A Madley,3,3,18.333333333333332,8.666666666666666,9.666666666666666,2.6666666666666665,0.0
2023-24,2024-02-17,A Madley,5,5,19.4,8.0,11.4,2.8,0.0
2023-24,2024-02-17,A Madley,10,10,22.2,9.9,12.3,3.6,0.1
2023-24,2024-02-21,A Madley,3,3,21.0,10.666666666666666,10.333333333333334,3.3333333333333335,0.0
2023-24,2024-02-21,A Madley,5,5,20.6,9.2,11.4,3.0,0.0
2023-24,2024-02-21,A Madley,10,10,22.4,10.4,12.0,3.6,0.1
2023-24,2024-03-03,A Madley,3,3,21.0,9.0,12.0,3.3333333333333335,0.0
2023-24,2024-03-03,A Madley,5,5,19.8,9.2,10.6,2.8,0.0
2023-24,2024-03-03,A Madley,10,10,20.9,9.0,11.9,3.4,0.1
2023-24,2024-04-03,A Madley,3,3,21.666666666666668,9.666666666666666,12.0,2.6666666666666665,0.0
2023-24,2024-04-03,A Madley,5,5,19.8,9.2,10.6,2.6,0.0
2023-24,2024-04-03,A Madley,10,10,21.0,9.2,11.8,3.4,0.1
2023-24,2024-04-06,A Madley,3,3,19.0,7.0,12.0,1.0,0.0
2023-24,2024-04-06,A Madley,5,5,21.0,8.6,12.4,2.4,0.0
2023-24,2024-04-06,A Madley,10,10,21.7,9.3,12.4,2.9,0.1
2023-24,2024-04-20,A Madley,3,3,20.333333333333332,8.666666666666666,11.666666666666666,1.0,0.0
2023-24,2024-04-20,A Madley,5,5,21.0,9.2,11.8,1.8,0.0
2023-24,2024-04-20,A Madley,10,10,20.2,8.6,11.6,2.3,0.0
2023-24,2024-04-24,A Madley,3,3,19.666666666666668,7.666666666666667,12.0,1.3333333333333333,0.0
2023-24,2024-04-24,A Madley,5,5,19.0,7.4,11.6,1.4,0.0
2023-24,2024-04-24,A Madley,10,10,19.8,8.3,11.5,2.2,0.0
2023-24,2024-05-05,A Madley,3,3,20.0,9.333333333333334,10.666666666666666,2.6666666666666665,0.0
2023-24,2024-05-05,A Madley,5,5,20.4,8.8,11.6,2.0,0.0
2023-24,2024-05-05,A Madley,10,10,20.1,9.0,11.1,2.4,0.0
2023-24,2024-05-19,A Madley,3,3,20.333333333333332,9.666666666666666,10.666666666666666,3.0,0.0
2023-24,2024-05-19,A Madley,5,5,20.2,9.2,11.0,2.0,0.0
2023-24,2024-05-19,A Madley,10,10,20.0,9.2,10.8,2.3,0.0
2023-24,2023-08-13,A Taylor,3,1,17.0,5.0,12.0,6.0,0.0
2023-24,2023-08-13,A Taylor,5,1,17.0,5.0,12.0,6.0,0.0
2023-24,2023-08-13,A Taylor,10,1,17.0,5.0,12.0,6.0,0.0
2023-24,2023-08-20,A Taylor,3,2,18.5,6.5,12.0,6.5,0.0
2023-24,2023-08-20,A Taylor,5,2,18.5,6.5,12.0,6.5,0.0
2023-24,2023-08-20,A Taylor,10,2,18.5,6.5,12.0,6.5,0.0
2023-24,2023-08-26,A Taylor,3,3,18.666666666666668,7.666666666666667,11.0,5.666666666666667,0.0
2023-24,2023-08-26,A Taylor,5,3,18.666666666666668,7.666666666666667,11.0,5.666666666666667,0.0
2023-24,2023-08-26,A Taylor,10,3,18.666666666666668,7.666666666666667,11.0,5.666666666666667,0.0
2023-24,2023-09-03,A Taylor,3,3,18.0,8.666666666666666,9.333333333333334,5.333333333333333,0.0
2023-24,2023-09-03,A Taylor,5,4,17.75,7.75,10.0,5.5,0.0
2023-24,2023-09-03,A Taylor,10,4,17.75,7.75,10.0,5.5,0.0
2023-24,2023-09-23,A Taylor,3,3,18.666666666666668,7.666666666666667,11.0,6.333333333333333,0.3333333333333333
2023-24,2023-09-23,A Taylor,5,5,18.6,7.2,11.4,6.4,0.2
2023-24,2023-09-23,A Taylor,10,5,18.6,7.2,11.4,6.4,0.2
2023-24,2023-09-30,A Taylor,3,3,18.333333333333332,7.0,11.333333333333334,5.333333333333333,0.3333333333333333
2023-24,2023-09-30,A Taylor,5,5,18.8,7.8,11.0,5.4,0.2
2023-24,2023-09-30,A Taylor,10,6,18.5,7.333333333333333,11.166666666666666,5.5,0.16666666666666666
2023-24,2023-10-08,A Taylor,3,3,24.0,8.333333333333334,15.666666666666666,4.666666666666667,0.3333333333333333
2023-24,2023-10-08,A Taylor,5,5,21.2,8.6,12.6,4.6,0.2
2023-24,2023-10-08,A Taylor,10,7,20.428571428571427,8.0,12.428571428571429,5.142857142857143,0.14285714285714285
2023-24,2023-10-23,A Taylor,3,3,24.666666666666668,10.0,14.666666666666666,2.0,0.0
2023-24,2023-10-23,A Taylor,5,5,22.2,8.6,13.6,4.2,0.2
2023-24,2023-10-23,A Taylor,10,8,20.875,8.25,12.625,4.75,0.125
2023-24,2023-10-28,A Taylor,3,3,28.0,11.666666666666666,16.333333333333332,3.3333333333333335,0.0
2023-24,2023-10-28,A Taylor,5,5,24.8,9.6,15.2,4.2,0.2
2023-24,2023-10-28,A Taylor,10,9,21.666666666666668,8.777777777777779,12.88888888888889,4.777777777777778,0.1111111111111111
2023-24,2023-11-12,A Taylor,3,3,26.333333333333332,11.666666666666666,14.666666666666666,5.0,0.0
2023-24,2023-11-12,A Taylor,5,5,25.8,11.0,14.8,3.8,0.0
2023-24,2023-11-12,A Taylor,10,10,22.2,9.1,13.1,5.1,0.1
2023-24,2023-11-25,A Taylor,3,3,24.666666666666668,12.333333333333334,12.333333333333334,6.333333333333333,0.3333333333333333
2023-24,2023-11-25,A Taylor,5,5,26.0,11.8,14.2,4.8,0.2
2023-24,2023-11-25,A Taylor,10,10,22.4,9.8,12.6,5.1,0.2
2023-24,2023-12-02,A Taylor,3,3,21.333333333333332,11.333333333333334,10.0,5.666666666666667,0.3333333333333333
2023-24,2023-12-02,A Taylor,5,5,23.2,11.4,11.8,4.8,0.2
2023-24,2023-12-02,A Taylor,10,10,22.2,10.0,12.2,4.7,0.2
2023-24,2023-12-16,A Taylor,3,3,18.0,10.333333333333334,7.666666666666667,3.3333333333333335,0.3333333333333333
2023-24,2023-12-16,A Taylor,5,5,21.8,11.2,10.6,4.6,0.2
2023-24,2023-12-16,A Taylor,10,10,22.0,9.9,12.1,4.4,0.2
2023-24,2023-12-22,A Taylor,3,3,20.666666666666668,10.0,10.666666666666666,3.3333333333333335,0.0
2023-24,2023-12-22,A Taylor,5,5,21.6,10.8,10.8,4.8,0.2
2023-24,2023-12-22,A Taylor,10,10,23.2,10.2,13.0,4.5,0.2
2023-24,2024-01-01,A Taylor,3,3,25.0,12.0,13.0,5.0,0.0
2023-24,2024-01-01,A Taylor,5,5,22.4,11.6,10.8,4.8,0.2
2023-24,2024-01-01,A Taylor,10,10,24.1,11.3,12.8,4.3,0.1
2023-24,2024-01-13,A Taylor,3,3,26.666666666666668,13.333333333333334,13.333333333333334,6.666666666666667,0.0
2023-24,2024-01-13,A Taylor,5,5,23.0,11.8,11.2,4.8,0.0
2023-24,2024-01-13,A Taylor,10,10,24.5,11.8,12.7,4.8,0.1
2023-24,2024-02-04,A Taylor,3,3,25.0,13.333333333333334,11.666666666666666,7.333333333333333,0.3333333333333333
2023-24,2024-02-04,A Taylor,5,5,23.8,12.0,11.8,5.8,0.2
2023-24,2024-02-04,A Taylor,10,10,23.5,11.7,11.8,5.3,0.2
2023-24,2024-02-10,A Taylor,3,3,19.666666666666668,11.0,8.666666666666666,5.666666666666667,0.3333333333333333
2023-24,2024-02-10,A Taylor,5,5,23.4,12.0,11.4,6.2,0.2
2023-24,2024-02-10,A Taylor,10,10,22.6,11.6,11.0,5.4,0.2
2023-24,2024-02-17,A Taylor,3,3,19.333333333333332,9.333333333333334,10.0,4.0,0.3333333333333333
2023-24,2024-02-17,A Taylor,5,5,22.2,11.4,10.8,5.2,0.2
2023-24,2024-02-17,A Taylor,10,10,21.9,11.1,10.8,5.0,0.2
2023-24,2024-03-09,A Taylor,3,3,19.666666666666668,9.666666666666666,10.0,4.0,0.0
2023-24,2024-03-09,A Taylor,5,5,20.6,10.6,10.0,5.2,0.2
2023-24,2024-03-09,A Taylor,10,10,21.5,11.1,10.4,5.0,0.2
2023-24,2024-03-31,A Taylor,3,3,24.333333333333332,9.666666666666666,14.666666666666666,3.6666666666666665,0.0
2023-24,2024-03-31,A Taylor,5,5,22.0,9.8,12.2,4.4,0.2
