season,as_of_date,referee,window,matches_used,fouls_avg,home_fouls_avg,away_fouls_avg,yellow_avg,red_avg
2022-23,2022-08-06,A Madley,3,1,16.0,7.0,9.0,2.0,0.0
2022-23,2022-08-06,A Madley,5,1,16.0,7.0,9.0,2.0,0.0
2022-23,2022-08-06,A Madley,10,1,16.0,7.0,9.0,2.0,0.0
2022-23,2022-08-20,A Madley,3,2,23.0,11.5,11.5,2.5,0.0
2022-23,2022-08-20,A Madley,5,2,23.0,11.5,11.5,2.5,0.0
2022-23,2022-08-20,A Madley,10,2,23.0,11.5,11.5,2.5,0.0
2022-23,2022-08-27,A Madley,3,3,21.333333333333332,9.0,12.333333333333334,2.6666666666666665,0.0
2022-23,2022-08-27,A Madley,5,3,21.333333333333332,9.0,12.333333333333334,2.6666666666666665,0.0
2022-23,2022-08-27,A Madley,10,3,21.333333333333332,9.0,12.333333333333334,2.6666666666666665,0.0
2022-23,2022-09-03,A Madley,3,3,21.666666666666668,8.666666666666666,13.0,4.0,0.0
2022-23,2022-09-03,A Madley,5,4,20.25,8.25,12.0,3.5,0.0
2022-23,2022-09-03,A Madley,10,4,20.25,8.25,12.0,3.5,0.0
2022-23,2022-10-01,A Madley,3,3,19.0,6.333333333333333,12.666666666666666,3.6666666666666665,0.0
2022-23,2022-10-01,A Madley,5,5,20.6,8.4,12.2,3.2,0.0
2022-23,2022-10-01,A Madley,10,5,20.6,8.4,12.2,3.2,0.0
2022-23,2022-10-08,A Madley,3,3,17.0,6.333333333333333,10.666666666666666,3.0,0.0
2022-23,2022-10-08,A Madley,5,5,19.8,7.8,12.0,3.0,0.0
2022-23,2022-10-08,A Madley,10,6,19.166666666666668,7.666666666666667,11.5,2.8333333333333335,0.0
2022-23,2022-10-15,A Madley,3,3,21.666666666666668,10.333333333333334,11.333333333333334,2.3333333333333335,0.0
2022-23,2022-10-15,A Madley,5,5,20.0,8.2,11.8,3.2,0.0
2022-23,2022-10-15,A Madley,10,7,20.857142857142858,9.142857142857142,11.714285714285714,3.0,0.0
2022-23,2022-10-29,A Madley,3,3,21.666666666666668,12.666666666666666,9.0,2.6666666666666665,0.0
2022-23,2022-10-29,A Madley,5,5,20.8,10.6,10.2,3.2,0.0
2022-23,2022-10-29,A Madley,10,8,21.0,10.0,11.0,3.0,0.0
2022-23,2022-11-06,A Madley,3,3,23.666666666666668,14.666666666666666,9.0,2.3333333333333335,0.0
2022-23,2022-11-06,A Madley,5,5,21.0,11.4,9.6,2.0,0.0
2022-23,2022-11-06,A Madley,10,9,20.666666666666668,10.0,10.666666666666666,2.6666666666666665,0.0
2022-23,2022-12-26,A Madley,3,3,22.333333333333332,12.666666666666666,9.666666666666666,1.0,0.6666666666666666
2022-23,2022-12-26,A Madley,5,5,22.0,12.0,10.0,1.6,0.4
2022-23,2022-12-26,A Madley,10,10,21.3,10.2,11.1,2.4,0.2
2022-23,2022-12-31,A Madley,3,3,24.0,11.666666666666666,12.333333333333334,2.3333333333333335,0.6666666666666666
2022-23,2022-12-31,A Madley,5,5,25.0,13.8,11.2,2.8,0.4
2022-23,2022-12-31,A Madley,10,10,22.4,10.8,11.6,2.9,0.2
2022-23,2023-01-03,A Madley,3,3,26.666666666666668,11.666666666666666,15.0,5.0,0.6666666666666666
2022-23,2023-01-03,A Madley,5,5,24.0,12.2,11.8,3.6,0.4
2022-23,2023-01-03,A Madley,10,10,22.0,10.2,11.8,3.4,0.2
2022-23,2023-01-21,A Madley,3,3,23.333333333333332,11.0,12.333333333333334,6.0,0.0
2022-23,2023-01-21,A Madley,5,5,23.0,11.0,12.0,3.6,0.4
2022-23,2023-01-21,A Madley,10,10,21.9,10.8,11.1,3.4,0.2
2022-23,2023-02-05,A Madley,3,3,25.333333333333332,13.0,12.333333333333334,5.333333333333333,0.3333333333333333
2022-23,2023-02-05,A Madley,5,5,26.0,12.8,13.2,4.6,0.6
2022-23,2023-02-05,A Madley,10,10,23.5,12.1,11.4,3.3,0.3
2022-23,2023-02-11,A Madley,3,3,23.333333333333332,12.666666666666666,10.666666666666666,3.0,0.3333333333333333
2022-23,2023-02-11,A Madley,5,5,24.6,12.2,12.4,4.8,0.2
2022-23,2023-02-11,A Madley,10,10,23.3,12.1,11.2,3.2,0.3
2022-23,2023-02-18,A Madley,3,3,22.333333333333332,12.0,10.333333333333334,3.6666666666666665,0.3333333333333333
2022-23,2023-02-18,A Madley,5,5,22.0,11.2,10.8,4.4,0.2
2022-23,2023-02-18,A Madley,10,10,23.5,12.5,11.0,3.6,0.3
2022-23,2023-03-05,A Madley,3,3,20.333333333333332,10.0,10.333333333333334,3.6666666666666665,0.0
2022-23,2023-03-05,A Madley,5,5,22.2,11.8,10.4,3.8,0.2
2022-23,2023-03-05,A Madley,10,10,23.1,12.0,11.1,3.7,0.3
2022-23,2023-03-12,A Madley,3,3,20.666666666666668,10.666666666666666,10.0,4.333333333333333,0.0
2022-23,2023-03-12,A Madley,5,5,23.0,12.0,11.0,3.8,0.2
2022-23,2023-03-12,A Madley,10,10,23.0,11.5,11.5,3.7,0.3
2022-23,2023-04-01,A Madley,3,3,26.0,12.666666666666666,13.333333333333334,4.666666666666667,0.0
2022-23,2023-04-01,A Madley,5,5,22.4,11.0,11.4,4.0,0.0
2022-23,2023-04-01,A Madley,10,10,24.2,11.9,12.3,4.3,0.3
2022-23,2023-04-15,A Madley,3,3,22.666666666666668,11.0,11.666666666666666,4.0,0.0
2022-23,2023-04-15,A Madley,5,5,21.8,10.8,11.0,4.4,0.0
2022-23,2023-04-15,A Madley,10,10,23.2,11.5,11.7,4.6,0.1
2022-23,2023-04-22,A Madley,3,3,26.666666666666668,13.0,13.666666666666666,4.333333333333333,0.0
2022-23,2023-04-22,A Madley,5,5,25.6,12.6,13.0,4.2,0.0
2022-23,2023-04-22,A Madley,10,10,23.8,11.9,11.9,4.3,0.1
2022-23,2023-04-26,A Madley,3,3,22.666666666666668,10.0,12.666666666666666,3.3333333333333335,0.0
2022-23,2023-04-26,A Madley,5,5,23.8,11.0,12.8,3.8,0.0
2022-23,2023-04-26,A Madley,10,10,23.0,11.4,11.6,3.8,0.1
2022-23,2023-05-06,A Madley,3,3,23.333333333333332,8.333333333333334,15.0,3.3333333333333335,0.0
2022-23,2023-05-06,A Madley,5,5,23.4,9.4,14.0,3.8,0.0
2022-23,2023-05-06,A Madley,10,10,23.2,10.7,12.5,3.8,0.1
2022-23,2023-05-14,A Madley,3,3,22.333333333333332,7.0,15.333333333333334,3.0,0.0
2022-23,2023-05-14,A Madley,5,5,23.4,9.2,14.2,3.2,0.0
2022-23,2023-05-14,A Madley,10,10,22.9,10.1,12.8,3.6,0.0
2022-23,2022-08-06,A Marriner,3,1,17.0,11.0,6.0,3.0,0.0
2022-23,2022-08-06,A Marriner,5,1,17.0,11.0,6.0,3.0,0.0
2022-23,2022-08-06,A Marriner,10,1,17.0,11.0,6.0,3.0,0.0
2022-23,2022-08-20,A Marriner,3,2,16.0,8.5,7.5,4.0,0.0
2022-23,2022-08-20,A Marriner,5,2,16.0,8.5,7.5,4.0,0.0
2022-23,2022-08-20,A Marriner,10,2,16.0,8.5,7.5,4.0,0.0
2022-23,2022-08-31,A Marriner,3,3,17.0,8.666666666666666,8.333333333333334,3.3333333333333335,0.0
2022-23,2022-08-31,A Marriner,5,3,17.0,8.666666666666666,8.333333333333334,3.3333333333333335,0.0
2022-23,2022-08-31,A Marriner,10,3,17.0,8.666666666666666,8.333333333333334,3.3333333333333335,0.0
2022-23,2022-10-01,A Marriner,3,3,18.333333333333332,8.666666666666666,9.666666666666666,3.6666666666666665,0.0
2022-23,2022-10-01,A Marriner,5,4,18.0,9.25,8.75,3.5,0.0
2022-23,2022-10-01,A Marriner,10,4,18.0,9.25,8.75,3.5,0.0
2022-23,2022-11-05,A Marriner,3,3,20.333333333333332,10.0,10.333333333333334,3.3333333333333335,0.0
2022-23,2022-11-05,A Marriner,5,5,18.6,9.4,9.2,3.6,0.0
2022-23,2022-11-05,A Marriner,10,5,18.6,9.4,9.2,3.6,0.0
2022-23,2022-12-31,A Marriner,3,3,23.333333333333332,12.666666666666666,10.666666666666666,4.333333333333333,0.0
2022-23,2022-12-31,A Marriner,5,5,20.8,10.6,10.2,4.0,0.0
2022-23,2022-12-31,A Marriner,10,6,20.166666666666668,10.666666666666666,9.5,3.8333333333333335,0.0
2022-23,2023-01-03,A Marriner,3,3,22.333333333333332,11.666666666666666,10.666666666666666,4.333333333333333,0.0
2022-23,2023-01-03,A Marriner,5,5,21.4,11.0,10.4,3.8,0.0
2022-23,2023-01-03,A Marriner,10,7,19.857142857142858,10.285714285714286,9.571428571428571,3.857142857142857,0.0
2022-23,2023-02-04,A Marriner,3,3,21.333333333333332,11.333333333333334,10.0,4.0,0.3333333333333333
2022-23,2023-02-04,A Marriner,5,5,21.2,11.0,10.2,4.0,0.2
2022-23,2023-02-04,A Marriner,10,8,19.625,10.125,9.5,3.75,0.125
2022-23,2023-03-11,A Marriner,3,3,19.0,9.0,10.0,3.3333333333333335,0.6666666666666666
2022-23,2023-03-11,A Marriner,5,5,21.2,10.8,10.4,3.8,0.4
2022-23,2023-03-11,A Marriner,10,9,19.77777777777778,10.11111111111111,9.666666666666666,3.6666666666666665,0.2222222222222222
2022-23,2023-04-27,A Marriner,3,3,17.666666666666668,9.0,8.666666666666666,3.0,0.6666666666666666
2022-23,2023-04-27,A Marriner,5,5,19.8,10.4,9.4,3.6,0.4
2022-23,2023-04-27,A Marriner,10,10,19.2,9.9,9.3,3.6,0.2
2022-23,2023-05-04,A Marriner,3,3,19.666666666666668,9.333333333333334,10.333333333333334,4.666666666666667,0.3333333333333333
2022-23,2023-05-04,A Marriner,5,5,19.0,9.0,10.0,4.2,0.4
2022-23,2023-05-04,A Marriner,10,10,19.9,9.8,10.1,4.1,0.2
2022-23,2023-05-22,A Marriner,3,3,17.333333333333332,9.0,8.333333333333334,4.333333333333333,0.0
2022-23,2023-05-22,A Marriner,5,5,18.2,9.2,9.0,3.8,0.4
2022-23,2023-05-22,A Marriner,10,10,19.8,10.1,9.7,3.8,0.2
2022-23,2023-05-28,A Marriner,3,3,19.0,9.0,10.0,3.3333333333333335,0.0
2022-23,2023-05-28,A Marriner,5,5,18.4,9.0,9.4,3.2,0.2
2022-23,2023-05-28,A Marriner,10,10,19.8,10.0,9.8,3.6,0.2
2022-23,2022-08-05,A Taylor,3,1,27.0,16.0,11.0,3.0,0.0
2022-23,2022-08-05,A Taylor,5,1,27.0,16.0,11.0,3.0,0.0
2022-23,2022-08-05,A Taylor,10,1,27.0,16.0,11.0,3.0,0.0
2022-23,2022-08-14,A Taylor,3,2,22.5,12.5,10.0,3.0,0.0
2022-23,2022-08-14,A Taylor,5,2,22.5,12.5,10.0,3.0,0.0
2022-23,2022-08-14,A Taylor,10,2,22.5,12.5,10.0,3.0,0.0
2022-23,2022-08-21,A Taylor,3,3,20.666666666666668,11.666666666666666,9.0,2.6666666666666665,0.0
2022-23,2022-08-21,A Taylor,5,3,20.666666666666668,11.666666666666666,9.0,2.6666666666666665,0.0
2022-23,2022-08-21,A Taylor,10,3,20.666666666666668,11.666666666666666,9.0,2.6666666666666665,0.0
2022-23,2022-08-31,A Taylor,3,3,19.666666666666668,10.333333333333334,9.333333333333334,2.6666666666666665,0.0
2022-23,2022-08-31,A Taylor,5,4,21.5,11.75,9.75,2.75,0.0
2022-23,2022-08-31,A Taylor,10,4,21.5,11.75,9.75,2.75,0.0
2022-23,2022-09-03,A Taylor,3,3,19.666666666666668,9.666666666666666,10.0,3.0,0.0
2022-23,2022-09-03,A Taylor,5,5,20.8,10.8,10.0,3.0,0.0
2022-23,2022-09-03,A Taylor,10,5,20.8,10.8,10.0,3.0,0.0
2022-23,2022-09-17,A Taylor,3,3,19.333333333333332,8.666666666666666,10.666666666666666,3.3333333333333335,0.3333333333333333
2022-23,2022-09-17,A Taylor,5,5,18.6,9.0,9.6,3.0,0.2
2022-23,2022-09-17,A Taylor,10,6,20.0,10.166666666666666,9.833333333333334,3.0,0.16666666666666666
2022-23,2022-10-01,A Taylor,3,3,18.0,8.0,10.0,3.3333333333333335,0.6666666666666666
2022-23,2022-10-01,A Taylor,5,5,19.0,9.2,9.8,3.0,0.4
2022-23,2022-10-01,A Taylor,10,7,20.0,10.142857142857142,9.857142857142858,3.0,0.2857142857142857
2022-23,2022-10-10,A Taylor,3,3,22.666666666666668,10.0,12.666666666666666,4.0,0.6666666666666666
2022-23,2022-10-10,A Taylor,5,5,22.0,9.8,12.2,3.8,0.4
2022-23,2022-10-10,A Taylor,10,8,21.5,10.5,11.0,3.375,0.25
2022-23,2022-10-16,A Taylor,3,3,23.0,11.0,12.0,4.333333333333333,0.3333333333333333
2022-23,2022-10-16,A Taylor,5,5,20.6,9.4,11.2,4.0,0.4
2022-23,2022-10-16,A Taylor,10,9,21.0,10.444444444444445,10.555555555555555,3.4444444444444446,0.2222222222222222
2022-23,2022-10-23,A Taylor,3,3,23.0,11.666666666666666,11.333333333333334,4.0,0.0
2022-23,2022-10-23,A Taylor,5,5,21.0,10.4,10.6,3.6,0.4
2022-23,2022-10-23,A Taylor,10,10,20.9,10.6,10.3,3.3,0.2
2022-23,2022-10-29,A Taylor,3,3,17.333333333333332,10.666666666666666,6.666666666666667,3.0,0.0
2022-23,2022-10-29,A Taylor,5,5,20.8,11.0,9.8,3.6,0.2
2022-23,2022-10-29,A Taylor,10,10,19.7,10.0,9.7,3.3,0.2
2022-23,2022-11-06,A Taylor,3,3,17.666666666666668,9.333333333333334,8.333333333333334,3.6666666666666665,0.0
2022-23,2022-11-06,A Taylor,5,5,20.4,10.2,10.2,4.2,0.0
2022-23,2022-11-06,A Taylor,10,10,19.7,9.7,10.0,3.6,0.2
2022-23,2022-12-27,A Taylor,3,3,16.666666666666668,9.666666666666666,7.0,4.333333333333333,0.0
2022-23,2022-12-27,A Taylor,5,5,17.4,10.2,7.2,3.8,0.0
2022-23,2022-12-27,A Taylor,10,10,19.7,10.0,9.7,3.8,0.2
2022-23,2022-12-31,A Taylor,3,3,17.666666666666668,8.666666666666666,9.0,5.333333333333333,0.0
2022-23,2022-12-31,A Taylor,5,5,17.6,9.6,8.0,4.2,0.0
2022-23,2022-12-31,A Taylor,10,10,19.1,9.5,9.6,4.1,0.2
2022-23,2023-01-22,A Taylor,3,3,17.333333333333332,9.333333333333334,8.0,4.333333333333333,0.0
2022-23,2023-01-22,A Taylor,5,5,17.0,8.8,8.2,4.4,0.0
2022-23,2023-01-22,A Taylor,10,10,19.0,9.6,9.4,4.0,0.2
2022-23,2023-02-15,A Taylor,3,3,20.333333333333332,8.666666666666666,11.666666666666666,4.666666666666667,0.0
2022-23,2023-02-15,A Taylor,5,5,19.2,9.0,10.2,4.8,0.0
2022-23,2023-02-15,A Taylor,10,10,20.0,10.0,10.0,4.2,0.1
2022-23,2023-02-18,A Taylor,3,3,18.0,7.333333333333333,10.666666666666666,3.3333333333333335,0.3333333333333333
2022-23,2023-02-18,A Taylor,5,5,17.8,8.4,9.4,4.0,0.2
2022-23,2023-02-18,A Taylor,10,10,19.1,9.3,9.8,4.1,0.1
2022-23,2023-02-25,A Taylor,3,3,20.333333333333332,8.666666666666666,11.666666666666666,3.3333333333333335,0.3333333333333333
2022-23,2023-02-25,A Taylor,5,5,19.2,8.2,11.0,3.8,0.2
2022-23,2023-02-25,A Taylor,10,10,18.3,9.2,9.1,3.8,0.1
2022-23,2023-03-06,A Taylor,3,3,21.333333333333332,9.0,12.333333333333334,2.6666666666666665,0.3333333333333333
2022-23,2023-03-06,A Taylor,5,5,21.4,9.2,12.2,3.2,0.2
2022-23,2023-03-06,A Taylor,10,10,19.5,9.4,10.1,3.7,0.1
2022-23,2023-03-12,A Taylor,3,3,24.666666666666668,12.0,12.666666666666666,2.6666666666666665,0.0
2022-23,2023-03-12,A Taylor,5,5,22.2,10.0,12.2,3.0,0.2
2022-23,2023-03-12,A Taylor,10,10,19.6,9.4,10.2,3.7,0.1
2022-23,2023-04-04,A Taylor,3,3,24.333333333333332,10.0,14.333333333333334,3.3333333333333335,0.0
2022-23,2023-04-04,A Taylor,5,5,21.6,9.0,12.6,3.0,0.2
2022-23,2023-04-04,A Taylor,10,10,20.4,9.0,11.4,3.9,0.1
2022-23,2023-04-08,A Taylor,3,3,22.666666666666668,8.333333333333334,14.333333333333334,4.666666666666667,0.0
2022-23,2023-04-08,A Taylor,5,5,24.2,9.8,14.4,4.0,0.0
2022-23,2023-04-08,A Taylor,10,10,21.0,9.1,11.9,4.0,0.1
2022-23,2023-04-15,A Taylor,3,3,21.0,7.666666666666667,13.333333333333334,5.666666666666667,0.0
2022-23,2023-04-15,A Taylor,5,5,22.6,9.4,13.2,4.4,0.0
2022-23,2023-04-15,A Taylor,10,10,20.9,8.8,12.1,4.1,0.1
2022-23,2023-04-23,A Taylor,3,3,18.333333333333332,8.0,10.333333333333334,5.0,0.0
2022-23,2023-04-23,A Taylor,5,5,19.8,8.4,11.4,4.4,0.0
2022-23,2023-04-23,A Taylor,10,10,20.6,8.8,11.8,3.8,0.1
2022-23,2023-04-27,A Taylor,3,3,15.333333333333334,8.333333333333334,7.0,3.6666666666666665,0.0
2022-23,2023-04-27,A Taylor,5,5,18.6,7.6,11.0,4.6,0.0
2022-23,2023-04-27,A Taylor,10,10,20.4,8.8,11.6,3.8,0.1
2022-23,2023-04-30,A Taylor,3,3,15.666666666666666,7.333333333333333,8.333333333333334,3.6666666666666665,0.0
2022-23,2023-04-30,A Taylor,5,5,17.4,7.8,9.6,4.6,0.0
2022-23,2023-04-30,A Taylor,10,10,19.5,8.4,11.1,3.8,0.1
2022-23,2023-05-06,A Taylor,3,3,20.333333333333332,11.333333333333334,9.0,4.666666666666667,0.0
2022-23,2023-05-06,A Taylor,5,5,18.4,10.2,8.2,4.4,0.0
2022-23,2023-05-06,A Taylor,10,10,21.3,10.0,11.3,4.2,0.0
2022-23,2023-05-14,A Taylor,3,3,20.666666666666668,12.666666666666666,8.0,4.0,0.0
2022-23,2023-05-14,A Taylor,5,5,18.4,10.6,7.8,3.6,0.0
2022-23,2023-05-14,A Taylor,10,10,20.5,10.0,10.5,4.0,0.0
2022-23,2023-05-20,A Taylor,3,3,22.666666666666668,14.0,8.666666666666666,4.0,0.0
2022-23,2023-05-20,A Taylor,5,5,20.0,11.4,8.6,4.0,0.0
2022-23,2023-05-20,A Taylor,10,10,19.9,9.9,10.0,4.2,0.0
2022-23,2023-05-28,A Taylor,3,3,17.0,10.0,7.0,3.0,0.0
2022-23,2023-05-28,A Taylor,5,5,19.4,11.2,8.2,4.0,0.0
2022-23,2023-05-28,A Taylor,10,10,19.0,9.4,9.6,4.3,0.0
2022-23,2022-10-01,C Kavanagh,3,1,24.0,11.0,13.0,4.0,0.0
2022-23,2022-10-01,C Kavanagh,5,1,24.0,11.0,13.0,4.0,0.0
2022-23,2022-10-01,C Kavanagh,10,1,24.0,11.0,13.0,4.0,0.0
2022-23,2022-10-09,C Kavanagh,3,2,20.0,10.0,10.0,4.0,0.0
2022-23,2022-10-09,C Kavanagh,5,2,20.0,10.0,10.0,4.0,0.0
2022-23,2022-10-09,C Kavanagh,10,2,20.0,10.0,10.0,4.0,0.0
2022-23,2022-10-16,C Kavanagh,3,3,20.333333333333332,10.0,10.333333333333334,3.3333333333333335,0.0
2022-23,2022-10-16,C Kavanagh,5,3,20.333333333333332,10.0,10.333333333333334,3.3333333333333335,0.0
2022-23,2022-10-16,C Kavanagh,10,3,20.333333333333332,10.0,10.333333333333334,3.3333333333333335,0.0
2022-23,2022-10-30,C Kavanagh,3,3,19.666666666666668,10.333333333333334,9.333333333333334,3.3333333333333335,0.0
2022-23,2022-10-30,C Kavanagh,5,4,20.75,10.5,10.25,3.5,0.0
2022-23,2022-10-30,C Kavanagh,10,4,20.75,10.5,10.25,3.5,0.0
2022-23,2022-11-13,C Kavanagh,3,3,22.666666666666668,12.0,10.666666666666666,5.0,0.0
2022-23,2022-11-13,C Kavanagh,5,5,21.6,11.2,10.4,4.6,0.0
2022-23,2022-11-13,C Kavanagh,10,5,21.6,11.2,10.4,4.6,0.0
2022-23,2023-03-04,C Kavanagh,3,3,20.333333333333332,10.666666666666666,9.666666666666666,5.0,0.0
2022-23,2023-03-04,C Kavanagh,5,5,19.6,10.2,9.4,4.2,0.0
2022-23,2023-03-04,C Kavanagh,10,6,20.333333333333332,10.333333333333334,10.0,4.166666666666667,0.0
2022-23,2023-03-12,C Kavanagh,3,3,17.666666666666668,9.333333333333334,8.333333333333334,4.0,0.0
2022-23,2023-03-12,C Kavanagh,5,5,19.2,10.0,9.2,3.6,0.0
2022-23,2023-03-12,C Kavanagh,10,7,19.428571428571427,10.0,9.428571428571429,3.7142857142857144,0.0
2022-23,2023-04-01,C Kavanagh,3,3,18.333333333333332,9.333333333333334,9.0,3.6666666666666665,0.0
2022-23,2023-04-01,C Kavanagh,5,5,20.4,10.8,9.6,4.8,0.0
2022-23,2023-04-01,C Kavanagh,10,8,20.375,10.5,9.875,4.25,0.0
2022-23,2023-04-08,C Kavanagh,3,3,22.0,10.666666666666666,11.333333333333334,3.0,0.0
2022-23,2023-04-08,C Kavanagh,5,5,21.0,10.4,10.6,4.0,0.0
2022-23,2023-04-08,C Kavanagh,10,9,20.88888888888889,10.444444444444445,10.444444444444445,3.7777777777777777,0.0
2022-23,2023-04-26,C Kavanagh,3,3,22.0,10.0,12.0,2.6666666666666665,0.0
2022-23,2023-04-26,C Kavanagh,5,5,18.8,8.8,10.0,2.2,0.0
2022-23,2023-04-26,C Kavanagh,10,10,20.2,10.0,10.2,3.4,0.0
2022-23,2023-04-30,C Kavanagh,3,3,21.666666666666668,9.333333333333334,12.333333333333334,0.3333333333333333,0.0
2022-23,2023-04-30,C Kavanagh,5,5,21.2,10.0,11.2,2.0,0.0
2022-23,2023-04-30,C Kavanagh,10,10,20.4,10.1,10.3,3.1,0.0
2022-23,2023-05-07,C Kavanagh,3,3,22.666666666666668,11.333333333333334,11.333333333333334,1.3333333333333333,0.0
2022-23,2023-05-07,C Kavanagh,5,5,24.0,11.6,12.4,2.4,0.0
2022-23,2023-05-07,C Kavanagh,10,10,21.6,10.8,10.8,3.0,0.0
2022-23,2023-05-20,C Kavanagh,3,3,22.333333333333332,11.333333333333334,11.0,1.6666666666666667,0.0
2022-23,2023-05-20,C Kavanagh,5,5,21.2,10.0,11.2,1.0,0.0
2022-23,2023-05-20,C Kavanagh,10,10,20.8,10.4,10.4,2.9,0.0
2022-23,2022-08-06,C Pawson,3,1,25.0,14.0,11.0,5.0,0.0
2022-23,2022-08-06,C Pawson,5,1,25.0,14.0,11.0,5.0,0.0
2022-23,2022-08-06,C Pawson,10,1,25.0,14.0,11.0,5.0,0.0
2022-23,2022-08-20,C Pawson,3,2,23.5,13.0,10.5,4.0,0.0
2022-23,2022-08-20,C Pawson,5,2,23.5,13.0,10.5,4.0,0.0
2022-23,2022-08-20,C Pawson,10,2,23.5,13.0,10.5,4.0,0.0
2022-23,2022-08-28,C Pawson,3,3,23.666666666666668,12.333333333333334,11.333333333333334,5.0,0.0
2022-23,2022-08-28,C Pawson,5,3,23.666666666666668,12.333333333333334,11.333333333333334,5.0,0.0
2022-23,2022-08-28,C Pawson,10,3,23.666666666666668,12.333333333333334,11.333333333333334,5.0,0.0
2022-23,2022-09-01,C Pawson,3,3,22.666666666666668,10.0,12.666666666666666,4.666666666666667,0.0
2022-23,2022-09-01,C Pawson,5,4,23.25,11.0,12.25,4.75,0.0
2022-23,2022-09-01,C Pawson,10,4,23.25,11.0,12.25,4.75,0.0
2022-23,2022-09-17,C Pawson,3,3,22.333333333333332,9.333333333333334,13.0,5.0,0.0
2022-23,2022-09-17,C Pawson,5,5,22.8,10.8,12.0,4.6,0.0
2022-23,2022-09-17,C Pawson,10,5,22.8,10.8,12.0,4.6,0.0
2022-23,2022-10-16,C Pawson,3,3,22.333333333333332,10.0,12.333333333333334,4.0,0.0
2022-23,2022-10-16,C Pawson,5,5,22.6,10.6,12.0,4.4,0.0
2022-23,2022-10-16,C Pawson,10,6,23.0,11.166666666666666,11.833333333333334,4.5,0.0
2022-23,2022-10-22,C Pawson,3,3,22.666666666666668,11.333333333333334,11.333333333333334,4.0,0.0
2022-23,2022-10-22,C Pawson,5,5,22.8,10.4,12.4,4.6,0.0
2022-23,2022-10-22,C Pawson,10,7,23.0,11.142857142857142,11.857142857142858,4.428571428571429,0.0
2022-23,2022-11-12,C Pawson,3,3,22.333333333333332,12.0,10.333333333333334,3.3333333333333335,0.0
2022-23,2022-11-12,C Pawson,5,5,22.0,10.6,11.4,3.6,0.0
2022-23,2022-11-12,C Pawson,10,8,22.625,11.25,11.375,4.125,0.0
2022-23,2022-12-26,C Pawson,3,3,24.666666666666668,10.666666666666666,14.0,4.333333333333333,0.0
2022-23,2022-12-26,C Pawson,5,5,23.8,11.0,12.8,4.2,0.0
2022-23,2022-12-26,C Pawson,10,9,23.555555555555557,11.0,12.555555555555555,4.444444444444445,0.0
2022-23,2022-12-30,C Pawson,3,3,24.666666666666668,9.666666666666666,15.0,3.3333333333333335,0.0
2022-23,2022-12-30,C Pawson,5,5,24.2,10.6,13.6,3.6,0.0
2022-23,2022-12-30,C Pawson,10,10,23.5,10.7,12.8,4.1,0.0
2022-23,2023-01-15,C Pawson,3,3,28.333333333333332,11.0,17.333333333333332,4.666666666666667,0.0
2022-23,2023-01-15,C Pawson,5,5,25.6,11.2,14.4,4.0,0.0
2022-23,2023-01-15,C Pawson,10,10,24.1,10.9,13.2,4.2,0.0
2022-23,2023-01-21,C Pawson,3,3,24.666666666666668,12.333333333333334,12.333333333333334,4.333333333333333,0.0
2022-23,2023-01-21,C Pawson,5,5,25.0,11.6,13.4,4.4,0.0
2022-23,2023-01-21,C Pawson,10,10,23.9,11.0,12.9,4.5,0.0
2022-23,2023-02-04,C Pawson,3,3,24.0,14.333333333333334,9.666666666666666,5.333333333333333,0.0
2022-23,2023-02-04,C Pawson,5,5,25.2,12.0,13.2,4.8,0.0
2022-23,2023-02-04,C Pawson,10,10,23.6,11.3,12.3,4.2,0.0
2022-23,2023-02-11,C Pawson,3,3,20.333333333333332,12.0,8.333333333333334,4.0,0.0
2022-23,2023-02-11,C Pawson,5,5,23.0,12.0,11.0,3.8,0.0
2022-23,2023-02-11,C Pawson,10,10,23.4,11.5,11.9,4.0,0.0
2022-23,2023-02-25,C Pawson,3,3,21.333333333333332,12.333333333333334,9.0,2.3333333333333335,0.0
2022-23,2023-02-25,C Pawson,5,5,23.0,13.2,9.8,3.8,0.0
2022-23,2023-02-25,C Pawson,10,10,23.6,11.9,11.7,3.7,0.0
2022-23,2023-03-04,C Pawson,3,3,24.666666666666668,12.333333333333334,12.333333333333334,2.6666666666666665,0.3333333333333333
2022-23,2023-03-04,C Pawson,5,5,23.0,12.8,10.2,3.6,0.2
2022-23,2023-03-04,C Pawson,10,10,24.3,12.0,12.3,3.8,0.1
2022-23,2023-03-11,C Pawson,3,3,26.666666666666668,13.666666666666666,13.0,3.3333333333333335,0.3333333333333333
2022-23,2023-03-11,C Pawson,5,5,24.2,12.8,11.4,3.2,0.2
2022-23,2023-03-11,C Pawson,10,10,24.6,12.2,12.4,3.8,0.1
2022-23,2023-04-05,C Pawson,3,3,26.666666666666668,12.666666666666666,14.0,4.0,0.3333333333333333
2022-23,2023-04-05,C Pawson,5,5,24.6,12.2,12.4,3.0,0.2
2022-23,2023-04-05,C Pawson,10,10,24.9,12.1,12.8,3.9,0.1
2022-23,2023-04-17,C Pawson,3,3,22.333333333333332,10.0,12.333333333333334,2.6666666666666665,0.0
2022-23,2023-04-17,C Pawson,5,5,24.2,11.6,12.6,2.8,0.2
